Age,Gender,City,AdType,Budget,DurationSec,Impressions,CTR,Clicks,ConversionRate,Conversions,Performance
25,Female,Kolkata,Video,41466,57,1452207,2.86,41533,2.01,834,High
33,Male,Chennai,Carousel,28144,37,673061,2.01,13528,4.09,553,High
31,Female,Chennai,Image,59668,30,1632428,5.41,88314,0.15,132,High
29,Male,Chennai,Shorts,55627,39,1131036,3.08,34835,1.2,418,High
40,Male,Hyderabad,Image,69851,15,2569859,5.09,130805,3.56,4656,High
32,Female,Bangalore,Image,13581,11,483484,6.25,30217,2.09,631,High
45,Male,Mumbai,Shorts,48494,32,1031244,6.11,63009,1.72,1083,High
51,Female,Mumbai,Video,51600,29,1408562,3.06,43101,4.37,1883,High
19,Female,Hyderabad,Carousel,27336,45,1069026,4.59,49068,4.59,2252,High
49,Male,Mumbai,Video,48701,35,1355863,3.65,49488,4.75,2350,High
40,Female,Chennai,Shorts,67803,58,2069656,6.98,144461,1.44,2080,High
39,Male,Bangalore,Image,81291,7,2203400,7.04,155119,4.57,7088,High
42,Male,Mumbai,Carousel,64736,37,2066546,2.82,58276,3.71,2162,High
39,Male,Mumbai,Video,45132,55,1785600,0.82,14641,0.86,125,High
39,Male,Delhi,Shorts,68922,38,2753466,1.42,39099,3.09,1208,High
59,Male,Delhi,Image,63671,25,2259958,3.0,67798,0.23,155,High
23,Male,Delhi,Image,42734,41,1200240,4.56,54730,3.57,1953,High
32,Male,Bangalore,Video,41273,53,1233595,5.29,65257,3.69,2407,High
54,Male,Chennai,Shorts,47472,23,1288147,2.72,35037,3.97,1390,High
50,Female,Kolkata,Image,34237,41,1359612,5.37,73011,0.95,693,High
25,Female,Chennai,Image,45338,59,1548532,7.51,116294,3.18,3698,High
22,Male,Chennai,Carousel,57301,25,1660512,5.25,87176,0.98,854,High
56,Female,Bangalore,Image,65577,18,1327441,1.35,17920,4.74,849,High
21,Female,Bangalore,Video,44317,14,1347671,4.68,63071,3.41,2150,High
23,Female,Delhi,Shorts,70826,57,2810286,4.38,123090,0.57,701,High
49,Female,Mumbai,Shorts,59751,11,1820105,6.98,127043,1.02,1295,High
47,Female,Hyderabad,Carousel,60434,33,1429194,2.87,41017,3.35,1374,High
52,Female,Hyderabad,Shorts,36214,44,740298,3.44,25466,2.44,621,High
57,Male,Kolkata,Video,77116,12,2089397,4.83,100917,3.71,3744,High
33,Female,Mumbai,Image,58300,43,2236671,4.24,94834,1.48,1403,High
30,Female,Kolkata,Carousel,45009,17,1797297,5.78,103883,3.32,3448,High
59,Female,Delhi,Shorts,42363,50,1648241,0.42,6922,0.97,67,High
47,Female,Kolkata,Carousel,45343,23,1568349,4.55,71359,2.76,1969,High
36,Male,Mumbai,Carousel,34724,15,1082128,1.06,11470,4.79,549,High
34,Male,Mumbai,Shorts,64824,6,2062308,2.59,53413,3.18,1698,High
36,Male,Hyderabad,Carousel,36261,53,1116112,5.33,59488,0.34,202,High
45,Male,Delhi,Shorts,54347,10,1855472,1.34,24863,4.94,1228,High
43,Female,Bangalore,Video,43251,33,1227360,2.54,31174,0.87,271,High
54,Male,Kolkata,Shorts,60061,45,2005112,5.65,113288,3.62,4101,High
43,Male,Hyderabad,Image,62100,55,1393055,5.24,72996,2.71,1978,High
40,Male,Kolkata,Shorts,40341,9,1021199,0.82,8373,1.54,128,High
26,Male,Kolkata,Image,49491,45,1817345,4.66,84688,0.97,821,High
29,Female,Bangalore,Carousel,28349,34,1079392,1.26,13600,0.97,131,High
18,Male,Delhi,Shorts,75508,43,2324153,2.09,48574,4.31,2093,High
18,Female,Mumbai,Image,66020,40,1362172,3.73,50809,4.38,2225,High
51,Male,Chennai,Shorts,29066,31,1120223,0.96,10754,2.38,255,High
49,Female,Kolkata,Shorts,36996,54,1259406,7.95,100122,0.61,610,High
42,Female,Chennai,Shorts,47977,22,1356836,1.41,19131,4.43,847,High
57,Male,Delhi,Video,50581,56,1616965,6.27,101383,2.49,2524,High
18,Male,Chennai,Image,39709,53,1135505,6.66,75624,2.25,1701,High
33,Male,Kolkata,Video,32826,40,962026,7.96,76577,2.1,1608,High
56,Male,Bangalore,Video,55925,58,2110414,3.49,73653,1.89,1392,High
22,Female,Chennai,Image,76092,20,1766990,7.01,123865,2.68,3319,High
39,Female,Delhi,Shorts,50819,58,1121768,7.66,85927,3.06,2629,High
46,Male,Delhi,Video,45624,59,914976,1.47,13450,2.39,321,High
20,Male,Bangalore,Video,44047,9,1157566,3.89,45029,4.49,2021,High
29,Female,Chennai,Video,33549,13,769895,0.57,4388,1.66,72,High
43,Male,Chennai,Shorts,39920,38,974042,5.0,48702,2.93,1426,High
33,Female,Mumbai,Video,67041,38,1355902,4.69,63591,1.57,998,High
54,Male,Hyderabad,Carousel,18937,40,464794,1.71,7947,3.79,301,High
39,Female,Delhi,Image,51051,35,1360739,6.4,87087,0.6,522,High
46,Female,Mumbai,Carousel,50419,56,1040218,0.39,4056,1.02,41,High
31,Female,Delhi,Shorts,51775,24,1665016,6.47,107726,4.03,4341,High
45,Female,Mumbai,Video,60911,21,1911152,0.31,5924,1.0,59,High
22,Female,Hyderabad,Image,50917,24,1117164,5.29,59097,3.17,1873,High
47,Male,Mumbai,Video,43190,32,1377788,0.72,9920,4.85,481,High
22,Female,Delhi,Shorts,40150,25,1604945,2.08,33382,2.66,887,High
29,Male,Chennai,Image,69475,23,2701845,5.8,156707,1.02,1598,High
33,Female,Delhi,Carousel,65615,7,1315820,2.32,30527,1.67,509,High
43,Female,Kolkata,Image,93164,34,3345312,4.14,138495,4.13,5719,High
43,Male,Bangalore,Video,45785,9,1239501,7.33,90855,1.82,1653,High
38,Male,Bangalore,Image,40426,46,860000,0.49,4214,3.65,153,High
56,Male,Kolkata,Shorts,56797,10,1472172,6.51,95838,3.91,3747,High
53,Male,Bangalore,Shorts,56435,7,1491850,0.62,9249,2.56,236,High
50,Female,Bangalore,Image,59545,53,1814041,1.1,19954,3.94,786,High
47,Male,Hyderabad,Shorts,62706,46,2083230,1.04,21665,1.65,357,High
54,Female,Chennai,Shorts,59400,28,2077881,7.95,165191,2.63,4344,High
40,Male,Chennai,Shorts,66125,48,1647718,1.52,25045,3.46,866,High
27,Male,Delhi,Carousel,68120,5,1800782,7.18,129296,0.92,1189,High
22,Female,Kolkata,Video,68387,54,1789543,7.93,141910,1.44,2043,High
53,Female,Mumbai,Shorts,16079,55,438254,3.13,13717,3.29,451,High
51,Male,Delhi,Image,53485,58,2139060,5.09,108878,3.31,3603,High
48,Female,Delhi,Shorts,36151,56,1285518,6.25,80344,2.52,2024,High
27,Female,Delhi,Carousel,65831,40,2600340,3.2,83210,4.0,3328,High
36,Female,Delhi,Image,15765,19,533853,1.38,7367,2.46,181,High
49,Female,Chennai,Video,72038,45,2026109,3.53,71521,4.42,3161,High
18,Female,Mumbai,Image,37029,42,1029230,6.2,63812,3.71,2367,High
22,Female,Delhi,Image,33592,48,1000089,6.27,62705,1.64,1028,High
21,Female,Chennai,Image,55343,22,1568297,1.92,30111,2.04,614,High
33,Female,Delhi,Image,44400,27,1623588,1.48,24029,3.37,809,High
41,Male,Bangalore,Shorts,76690,51,2247044,7.37,165607,4.48,7419,High
33,Female,Delhi,Video,70445,33,1825403,0.45,8214,0.98,80,High
19,Male,Kolkata,Shorts,42337,55,1502862,5.9,88668,2.62,2323,High
45,Female,Kolkata,Carousel,65637,45,2434382,0.47,11441,0.68,77,High
49,Female,Delhi,Carousel,41820,26,1188066,6.72,79838,1.47,1173,High
44,Female,Hyderabad,Image,41691,28,1390661,7.25,100822,3.46,3488,High
37,Female,Bangalore,Shorts,60712,49,1285659,2.45,31498,0.48,151,High
41,Male,Mumbai,Shorts,71837,52,2197462,0.68,14942,3.35,500,High
29,Male,Delhi,Video,43383,17,906707,3.9,35361,4.51,1594,High
52,Female,Mumbai,Video,44526,37,916516,2.46,22546,4.85,1093,High
50,Male,Bangalore,Video,54518,54,1758671,3.4,59794,1.16,693,High
50,Female,Delhi,Shorts,36590,26,953784,5.35,51027,3.77,1923,High
54,Female,Hyderabad,Video,73481,39,2560872,1.76,45071,4.64,2091,High
29,Male,Chennai,Video,36446,21,1382119,2.92,40357,0.55,221,High
20,Male,Hyderabad,Video,40502,26,922954,6.28,57961,2.13,1234,High
18,Female,Hyderabad,Image,76508,9,2638816,5.19,136954,4.61,6313,High
50,Female,Chennai,Carousel,53218,29,1612019,2.68,43202,1.09,470,High
57,Male,Chennai,Carousel,79153,10,1760568,5.35,94190,4.68,4408,High
27,Female,Kolkata,Shorts,46710,57,1542945,6.15,94891,2.68,2543,High
46,Male,Chennai,Shorts,87792,21,2825991,4.78,135082,0.59,796,High
30,Female,Delhi,Image,59234,35,1795573,1.99,35731,2.3,821,High
29,Female,Mumbai,Carousel,38713,21,1491607,0.1,1491,1.7,25,High
48,Male,Kolkata,Video,38482,37,1170697,6.44,75392,1.48,1115,High
19,Male,Kolkata,Video,28141,43,1120336,6.6,73942,2.75,2033,High
52,Male,Mumbai,Shorts,29782,58,898980,5.61,50432,2.47,1245,High
40,Female,Kolkata,Carousel,40107,52,895070,0.7,6265,2.46,154,High
34,Female,Chennai,Shorts,35126,41,1033036,4.72,48759,0.53,258,High
43,Female,Hyderabad,Shorts,11331,52,267940,6.59,17657,4.03,711,High
25,Female,Bangalore,Video,62622,8,2000339,3.18,63610,2.46,1564,High
46,Male,Chennai,Video,61630,47,2086956,1.66,34643,4.12,1427,High
43,Female,Hyderabad,Carousel,54625,18,1604284,4.74,76043,4.14,3148,High
27,Female,Hyderabad,Shorts,32975,17,723946,6.63,47997,1.65,791,High
43,Female,Kolkata,Image,74701,31,2194205,0.49,10751,0.12,12,High
51,Male,Delhi,Carousel,47327,28,1023650,4.82,49339,4.57,2254,High
58,Female,Delhi,Shorts,37501,31,1261645,5.18,65353,3.83,2503,High
24,Female,Kolkata,Carousel,53488,12,1915292,4.86,93083,0.63,586,High
21,Male,Kolkata,Carousel,52628,57,2065546,5.24,108234,3.54,3831,High
28,Female,Mumbai,Carousel,12458,56,286252,5.09,14570,0.2,29,High
46,Female,Mumbai,Image,49535,51,1518193,1.13,17155,0.24,41,High
53,Male,Bangalore,Image,51808,54,1624222,1.96,31834,2.68,853,High
42,Female,Bangalore,Video,44318,43,1704040,4.99,85031,0.57,484,High
38,Female,Bangalore,Video,30178,25,982164,0.24,2357,4.83,113,High
53,Female,Bangalore,Shorts,30620,55,701511,5.11,35847,4.48,1605,High
27,Male,Hyderabad,Carousel,57710,45,1657864,5.36,88861,3.28,2914,High
54,Female,Hyderabad,Shorts,61424,15,2032843,1.99,40453,0.41,165,High
26,Female,Mumbai,Video,43279,35,1471761,4.83,71086,1.69,1201,High
41,Male,Delhi,Image,55734,31,2076759,4.32,89715,1.92,1722,High
52,Male,Kolkata,Video,43131,46,1018334,2.16,21996,2.46,541,High
52,Female,Delhi,Shorts,37201,50,1452002,3.76,54595,0.93,507,High
53,Female,Chennai,Video,53217,52,1127294,7.29,82179,2.93,2407,High
35,Female,Hyderabad,Shorts,32763,31,1299902,3.47,45106,2.24,1010,High
56,Female,Bangalore,Shorts,78406,12,2913230,5.08,147992,4.74,7014,High
49,Male,Bangalore,Shorts,28437,37,944273,0.38,3588,4.69,168,High
41,Female,Chennai,Shorts,54257,16,1882727,0.71,13367,2.87,383,High
40,Male,Delhi,Video,52253,39,1121040,0.74,8295,3.26,270,High
49,Male,Bangalore,Shorts,50922,38,1060687,6.25,66292,0.78,517,High
54,Female,Delhi,Shorts,72250,20,1592071,2.87,45692,1.19,543,High
29,Female,Kolkata,Carousel,9706,40,211096,1.9,4010,4.51,180,High
30,Male,Chennai,Shorts,56175,6,1738513,6.0,104310,3.53,3682,High
40,Male,Delhi,Video,45899,16,1115761,1.44,16066,1.03,165,High
42,Female,Kolkata,Shorts,58759,31,2186100,2.05,44815,2.89,1295,High
52,Male,Delhi,Image,50820,21,1469465,3.5,51431,4.68,2406,High
58,Female,Delhi,Image,48874,24,1657351,2.72,45079,1.79,806,High
47,Female,Bangalore,Shorts,31890,25,1054211,4.72,49758,1.01,502,High
34,Male,Mumbai,Image,39902,34,1053320,2.77,29176,4.72,1377,High
37,Male,Hyderabad,Image,96972,46,2411065,3.2,77154,2.36,1820,High
42,Female,Delhi,Video,58896,24,1581320,6.92,109427,2.14,2341,High
39,Male,Delhi,Carousel,65788,12,2364003,7.09,167607,1.41,2363,High
30,Female,Delhi,Image,44721,22,1418815,6.64,94209,4.47,4211,High
36,Female,Mumbai,Image,37165,22,931776,6.93,64572,4.24,2737,High
53,Female,Kolkata,Carousel,61646,22,2241274,4.6,103098,2.07,2134,High
29,Male,Chennai,Carousel,21444,6,452369,5.21,23568,0.25,58,High
58,Female,Bangalore,Image,40238,16,1367466,4.5,61535,2.29,1409,High
36,Female,Mumbai,Shorts,44681,36,1286019,6.31,81147,0.99,803,High
29,Female,Kolkata,Image,64174,46,2222105,4.45,98883,0.8,791,High
26,Female,Delhi,Shorts,56205,12,2166685,0.98,21233,2.03,431,High
24,Female,Kolkata,Shorts,42906,55,1501756,6.5,97614,0.59,575,High
45,Female,Mumbai,Shorts,55534,14,1601579,6.11,97856,4.79,4687,High
31,Female,Mumbai,Carousel,45452,15,1046299,6.58,68846,0.33,227,High
48,Female,Mumbai,Image,66050,18,2386210,1.6,38179,2.07,790,High
36,Female,Chennai,Image,53542,30,1564192,2.25,35194,0.9,316,High
33,Female,Hyderabad,Video,76046,51,1635477,2.44,39905,3.48,1388,High
22,Female,Bangalore,Carousel,45833,34,1575792,4.11,64765,0.49,317,High
52,Male,Chennai,Video,68380,59,1766760,1.16,20494,2.78,569,High
29,Female,Chennai,Video,51356,46,1077338,3.14,33828,3.89,1315,High
42,Female,Hyderabad,Shorts,39541,8,1504746,1.54,23173,4.76,1103,High
38,Female,Chennai,Carousel,89023,43,2640620,2.19,57829,3.52,2035,High
53,Male,Mumbai,Video,69645,15,1784266,5.68,101346,0.59,597,High
40,Female,Mumbai,Image,53514,28,1837043,6.85,125837,0.53,666,High
33,Male,Kolkata,Video,61489,58,2319280,0.28,6493,3.68,238,High
56,Female,Delhi,Carousel,33769,26,675601,4.57,30874,1.16,358,High
59,Female,Chennai,Image,34297,7,1157793,0.38,4399,2.29,100,High
56,Male,Delhi,Image,66711,41,2357594,0.77,18153,4.89,887,High
31,Female,Bangalore,Image,50071,6,1211668,5.67,68701,4.12,2830,High
48,Male,Mumbai,Shorts,47662,16,1419990,5.91,83921,4.25,3566,High
22,Male,Kolkata,Image,45680,25,995191,6.53,64985,4.32,2807,High
52,Female,Bangalore,Shorts,52281,9,1826437,3.85,70317,3.14,2207,High
40,Female,Kolkata,Shorts,46186,11,1706541,6.89,117580,3.75,4409,High
46,Female,Hyderabad,Video,19517,8,432589,1.42,6142,1.86,114,High
28,Female,Mumbai,Video,71238,47,2588024,2.07,53572,4.99,2673,High
35,Male,Bangalore,Image,48341,58,1712810,1.16,19868,1.47,292,High
29,Male,Hyderabad,Carousel,77472,45,2086986,6.4,133567,2.99,3993,High
26,Female,Bangalore,Image,23567,40,796702,1.91,15217,1.48,225,High
27,Male,Kolkata,Video,23508,26,470186,1.33,6253,0.65,40,High
34,Male,Hyderabad,Image,45868,33,1772184,5.02,88963,2.88,2562,High
55,Female,Hyderabad,Video,64662,13,2005045,0.71,14235,1.83,260,High
24,Male,Mumbai,Image,31704,30,1027456,0.45,4623,2.96,136,High
30,Male,Delhi,Carousel,31122,16,1036178,0.94,9740,2.84,276,High
57,Female,Kolkata,Image,55579,52,1735595,0.1,1735,2.76,47,High
59,Male,Kolkata,Carousel,45306,5,1682484,5.61,94387,0.7,660,High
26,Female,Hyderabad,Carousel,58161,12,1872443,4.54,85008,2.26,1921,High
44,Male,Hyderabad,Image,45575,37,1738951,1.76,30605,4.08,1248,High
19,Female,Mumbai,Carousel,55777,56,1765156,1.94,34244,1.64,561,High
22,Male,Delhi,Carousel,70491,55,1651095,6.51,107486,2.27,2439,High
46,Male,Kolkata,Video,31736,8,1214606,4.06,49313,2.52,1242,High
54,Female,Chennai,Video,67771,18,2279338,5.62,128098,4.33,5546,High
55,Female,Chennai,Carousel,24437,59,830512,3.68,30562,3.31,1011,High
36,Female,Delhi,Shorts,59140,33,2348429,1.98,46498,0.59,274,High
25,Female,Bangalore,Image,71289,18,1532994,7.77,119113,4.34,5169,High
18,Male,Mumbai,Carousel,42138,13,1203988,4.57,55022,4.18,2299,High
39,Male,Delhi,Image,59668,13,1478694,1.13,16709,3.79,633,High
34,Male,Chennai,Video,42693,30,1392175,3.31,46080,2.38,1096,High
24,Female,Hyderabad,Image,58780,53,2124113,2.7,57351,3.81,2185,High
42,Male,Chennai,Carousel,16122,51,634037,1.79,11349,2.45,278,High
21,Male,Hyderabad,Carousel,52432,46,1525357,7.47,113944,3.71,4227,High
53,Female,Mumbai,Carousel,55930,21,1998094,7.06,141065,4.41,6220,High
23,Female,Hyderabad,Carousel,70170,45,2690398,1.67,44929,4.46,2003,High
48,Male,Delhi,Shorts,63878,8,2150577,2.88,61936,2.33,1443,High
36,Female,Hyderabad,Shorts,47581,50,1182620,6.12,72376,4.31,3119,High
56,Male,Bangalore,Shorts,54020,7,1737156,1.75,30400,0.6,182,High
44,Male,Delhi,Carousel,28308,33,1115318,4.77,53200,0.6,319,High
27,Female,Mumbai,Shorts,74661,29,2967860,5.63,167090,2.79,4661,High
43,Male,Delhi,Image,60367,25,1982899,5.27,104498,3.29,3437,High
36,Female,Bangalore,Carousel,22086,16,833538,5.68,47344,0.85,402,High
56,Female,Mumbai,Video,53689,58,1288930,5.68,73211,2.41,1764,High
20,Male,Chennai,Carousel,54835,5,1366577,7.72,105499,0.56,590,High
30,Male,Bangalore,Image,38390,5,1499459,2.84,42584,3.05,1298,High
45,Male,Mumbai,Shorts,51452,49,1168224,7.04,82242,4.29,3528,High
37,Female,Hyderabad,Carousel,36882,50,878626,0.27,2372,3.71,88,High
45,Male,Delhi,Shorts,28931,52,821958,2.38,19562,1.95,381,High
25,Female,Mumbai,Carousel,40799,11,1297094,0.48,6226,4.97,309,High
58,Female,Delhi,Image,52573,14,1686377,5.24,88366,3.35,2960,High
56,Male,Hyderabad,Carousel,63924,19,1651790,0.9,14866,4.09,608,High
18,Female,Mumbai,Shorts,51047,44,1960842,6.78,132945,3.38,4493,High
20,Male,Chennai,Shorts,64071,15,2454061,5.21,127856,4.95,6328,High
30,Male,Bangalore,Image,59730,50,1662979,0.33,5487,4.12,226,High
45,Male,Mumbai,Carousel,34469,49,988772,5.75,56854,2.65,1506,High
42,Male,Hyderabad,Video,59616,27,2029939,6.91,140268,1.9,2665,High
50,Male,Mumbai,Carousel,60031,17,1996631,5.32,106220,3.44,3653,High
55,Male,Delhi,Image,76127,31,2104602,0.34,7155,2.99,213,High
23,Male,Kolkata,Video,56159,45,1588473,6.88,109286,3.18,3475,High
49,Female,Mumbai,Image,31479,21,848722,5.89,49989,1.78,889,High
38,Male,Chennai,Carousel,41688,54,1030034,3.09,31828,2.2,700,High
33,Female,Mumbai,Video,22211,55,647752,2.7,17489,2.83,494,High
38,Female,Bangalore,Image,57657,17,1944700,3.89,75648,4.21,3184,High
28,Female,Mumbai,Shorts,74809,16,2606313,6.95,181138,3.84,6955,High
54,Male,Kolkata,Video,14132,33,502808,2.09,10508,0.68,71,High
53,Female,Delhi,Video,75443,25,2074290,0.9,18668,1.3,242,High
52,Female,Mumbai,Image,57458,24,2027868,6.93,140531,0.23,323,High
36,Male,Chennai,Shorts,33851,24,681437,0.31,2112,0.14,2,High
37,Male,Hyderabad,Video,53850,35,1590795,7.3,116128,1.2,1393,High
35,Female,Mumbai,Image,34335,12,1231877,2.52,31043,4.02,1247,High
58,Male,Mumbai,Video,56606,28,1845415,4.11,75846,4.53,3435,High
31,Male,Bangalore,Video,50950,15,1502082,1.15,17273,2.02,348,High
32,Male,Chennai,Video,54940,43,1807137,7.23,130656,2.86,3736,High
48,Male,Kolkata,Shorts,36215,37,1381235,6.02,83150,3.56,2960,High
18,Female,Hyderabad,Carousel,38400,46,1202987,7.4,89021,4.77,4246,High
20,Male,Delhi,Carousel,57527,19,2070737,5.5,113890,4.57,5204,High
33,Male,Mumbai,Shorts,42459,8,1682011,1.56,26239,0.38,99,High
40,Male,Kolkata,Shorts,52235,5,1781816,2.54,45258,1.32,597,High
28,Female,Hyderabad,Image,56794,36,1787132,3.95,70591,0.34,240,High
29,Female,Delhi,Video,46664,15,968278,4.9,47445,3.12,1480,High
27,Male,Kolkata,Shorts,67326,34,1850776,7.42,137327,3.58,4916,High
49,Male,Chennai,Image,47216,41,1478302,3.13,46270,1.61,744,High
33,Female,Chennai,Carousel,46766,23,1680976,5.65,94975,4.28,4064,High
25,Male,Hyderabad,Carousel,40524,55,1165567,7.69,89632,2.32,2079,High
55,Male,Delhi,Carousel,65599,40,2571585,1.3,33430,4.99,1668,High
29,Female,Chennai,Carousel,39391,38,1001966,6.92,69336,0.1,69,High
41,Male,Hyderabad,Image,68817,11,2401129,3.42,82118,0.64,525,High
45,Male,Chennai,Video,52446,49,1488470,5.89,87670,1.58,1385,High
25,Female,Chennai,Image,90231,24,2681657,2.42,64896,0.22,142,High
45,Female,Kolkata,Video,40093,57,1445357,2.74,39602,3.93,1556,High
53,Male,Kolkata,Carousel,69127,16,1792093,0.31,5555,0.36,19,High
43,Female,Chennai,Shorts,57653,36,1264703,7.77,98267,3.77,3704,High
25,Male,Bangalore,Shorts,42293,6,1285944,6.53,83972,0.36,302,High
45,Male,Kolkata,Shorts,57855,26,1768974,0.84,14859,1.34,199,High
45,Male,Delhi,Video,57124,45,2053239,8.0,164259,4.22,6931,High
54,Female,Hyderabad,Carousel,45020,52,1772310,4.88,86488,4.76,4116,High
58,Female,Hyderabad,Image,56424,44,1190890,6.84,81456,2.13,1735,High
53,Male,Delhi,Shorts,67451,28,2147240,0.63,13527,4.85,656,High
44,Male,Delhi,Video,57670,54,1939197,3.18,61666,3.17,1954,High
34,Female,Delhi,Shorts,43712,35,1736075,5.39,93574,2.14,2002,High
26,Female,Delhi,Image,42867,8,1665478,0.94,15655,4.03,630,High
50,Female,Mumbai,Carousel,48688,28,1667545,3.96,66034,1.55,1023,High
37,Male,Hyderabad,Image,66686,47,2029669,3.6,73068,1.4,1022,High
30,Female,Mumbai,Carousel,38693,21,898860,1.81,16269,3.32,540,High
45,Female,Chennai,Carousel,55881,44,1547010,2.47,38211,2.01,768,High
46,Male,Chennai,Carousel,26562,23,842111,7.74,65179,0.77,501,High
30,Male,Hyderabad,Shorts,58919,44,2032947,2.38,48384,0.43,208,High
52,Male,Chennai,Image,61276,42,2004233,1.79,35875,3.96,1420,High
23,Female,Delhi,Shorts,80414,59,2756800,4.34,119645,3.41,4079,High
35,Male,Mumbai,Image,63879,38,1825867,5.4,98596,2.12,2090,High
22,Male,Delhi,Video,43981,51,1519689,5.83,88597,4.49,3978,High
42,Male,Chennai,Video,26981,37,617192,6.06,37401,2.11,789,High
19,Male,Kolkata,Image,57712,10,1341925,0.39,5233,3.58,187,High
27,Female,Mumbai,Image,45091,55,1048680,3.21,33662,4.55,1531,High
47,Male,Delhi,Image,55011,40,2080387,6.21,129192,4.22,5451,High
22,Female,Hyderabad,Image,39197,17,843550,7.25,61157,2.6,1590,High
50,Female,Delhi,Carousel,47402,51,1707904,4.86,83004,3.44,2855,High
18,Female,Kolkata,Shorts,24500,13,604455,0.51,3082,2.13,65,High
35,Male,Chennai,Carousel,34306,39,1007545,3.23,32543,3.27,1064,High
49,Female,Mumbai,Shorts,32190,38,1233529,0.69,8511,1.36,115,High
28,Male,Hyderabad,Shorts,63091,20,2001194,6.01,120271,2.23,2682,High
38,Male,Mumbai,Shorts,37591,22,909791,0.6,5458,1.13,61,High
43,Male,Hyderabad,Carousel,70668,22,1814905,1.57,28494,0.29,82,High
42,Female,Mumbai,Image,37738,42,1449489,3.39,49137,2.98,1464,High
39,Male,Chennai,Carousel,81439,54,2324505,3.75,87168,4.34,3783,High
44,Male,Hyderabad,Carousel,20767,47,659153,3.31,21817,0.23,50,High
30,Male,Bangalore,Shorts,56364,36,1645767,3.76,61880,1.06,655,High
50,Female,Mumbai,Video,50578,11,1394399,5.73,79899,2.35,1877,High
51,Female,Mumbai,Video,31828,27,778699,3.02,23516,3.36,790,High
58,Female,Delhi,Carousel,41736,27,1407498,4.43,62352,0.94,586,High
52,Male,Hyderabad,Shorts,46080,50,1583558,2.5,39588,0.38,150,High
18,Female,Kolkata,Carousel,53747,22,1370427,2.89,39605,2.64,1045,High
38,Male,Bangalore,Carousel,35953,11,1286432,4.95,63678,4.11,2617,High
23,Male,Chennai,Image,56379,46,2091166,3.97,83019,0.27,224,High
45,Female,Delhi,Shorts,51795,44,1989660,5.81,115599,1.81,2092,High
34,Male,Bangalore,Video,61687,28,1432652,4.53,64899,3.35,2174,High
22,Female,Hyderabad,Video,37064,18,966587,6.45,62344,0.74,461,High
48,Male,Bangalore,Video,43860,54,1631902,3.6,58748,1.26,740,High
22,Female,Mumbai,Carousel,71631,9,1717071,3.98,68339,2.72,1858,High
55,Male,Mumbai,Shorts,36409,50,730714,5.39,39385,4.77,1878,High
20,Male,Delhi,Image,29112,58,1089302,1.85,20152,1.51,304,High
40,Male,Hyderabad,Video,40535,26,1075370,3.15,33874,2.49,843,High
54,Male,Hyderabad,Shorts,23360,26,660874,5.04,33308,2.06,686,High
